,Latitude,Longitude
5400347,40.736690171999996,-73.954199535
5400477,40.796790443,-73.93940440600001
5400497,40.674630330999996,-73.804396805
5400531,40.705849961,-73.830710415
5400540,40.862234975,-73.864563273
5400546,40.699304218,-73.832955805
5400558,40.879055553,-73.907301047
5400664,40.852841995,-73.88417431
5400668,40.597679293,-73.95713241199999
5400709,40.852841995,-73.88417431
5400765,40.67000952,-73.974010611
5400775,40.603471768,-73.946324976
5400812,40.599395378000004,-73.94555043300001
5400840,40.685040958,-73.921776995
5400883,40.709451675,-73.963221233
5400889,40.744722465,-73.902940772
5400982,40.707519528,-74.00709974600001
5400991,40.800846321,-73.949030085
5400994,40.699850622,-73.924208396
5401131,40.680580829,-73.967816016
5401327,40.780920423000005,-73.95100241
5401570,40.700453401,-73.91482725899999
5401732,40.762452958000004,-73.82376921699999
5401753,40.840703871,-73.922197522
5401758,40.724262635,-73.748518185
5401808,40.861102072,-73.90021499
5401844,40.618528749,-73.944295721
5401867,40.680347223000005,-73.930035241
5401934,40.734002432,-73.85656091
5401966,40.782452891999995,-73.946855947
5401996,40.699544362,-73.94567421
5402019,40.681640555,-73.88606167100001
5402043,40.724064128,-73.878438105
5402144,40.826759635,-73.909422656
5402157,40.742298625,-73.818712538
5402166,40.712536975999996,-73.833110213
5402172,40.727826408,-73.880307382
5402173,40.884830755,-73.911267507
5402200,40.735658989,-74.002556183
5402226,40.652390625,-73.97334354899999
5402228,40.652105473,-73.964341211
5402485,40.708395399000004,-73.84714426
5402515,40.851460104000004,-73.93035408600001
5402538,40.721429014,-73.740635388
5402576,40.556669615,-74.114386653
5402613,40.646537505,-73.926409471
5402690,40.549771241,-74.139786377
5402821,40.698439694,-73.831129539
5403027,40.759027126,-73.915651166
5403030,40.759027126,-73.915651166
5403079,40.869588539,-73.900050398
5403097,40.623838631999995,-73.923030288
5403182,40.619922255,-74.13580525
5403271,40.829363293,-73.919045385
5403286,40.557138632,-74.114732934
5403338,40.695548957,-73.9477871
5403343,40.738895355,-73.78978109
5403344,40.850083485,-73.86872311100001
5403356,40.630523833000005,-73.977661109
5403379,40.891925025999996,-73.841398215
5403409,40.881168666,-73.867591313
5403441,40.594809294,-73.76235024
5403956,40.626823123,-74.006035626
5403990,40.746388316,-73.833249171
5404019,40.692712153,-73.855946554
5404061,40.627863211,-74.130842672
5404155,40.784861703000004,-73.950627572
5404160,40.704208361,-73.745582247
5404199,40.658689544,-73.919530026
5404263,40.873377987,-73.887085464
5404282,40.678024201,-73.992333047
5404581,40.843730154,-73.93850507399999
5404590,40.745811795,-74.00368616899999
5404627,40.83619424,-73.946111937
5404650,40.83920982,-73.876988107
5404723,40.825027757,-73.944043373
5404743,40.773778159,-73.924709153
5404781,40.718351593,-73.849935238
5404903,40.612099354,-73.93206609399999
5405157,40.808373589,-73.914107578
5405165,40.750739963,-73.804357402
5405347,40.551891095,-74.165948046
5405387,40.821821426999996,-73.89587318699999
5405437,40.637199163000005,-74.16434425
5405481,40.85056425,-73.896081216
5405549,40.695349271,-73.993531921
5405562,40.83854588,-73.86733642899999
5405596,40.852114038,-73.92703872
5405620,40.690404378000004,-73.930543943
5405634,40.721130975,-73.95633510100001
5405650,40.724280283,-73.894445385
5405662,40.672123491,-73.824278265
5405698,40.687970027,-73.922361305
5405748,40.586201072,-73.814218247
5405777,40.750023156,-73.865314732
5405816,40.717072423000005,-73.761939556
5405893,40.744038719,-73.997551049
5405931,40.6813182,-73.956508991
5406041,40.882051545,-73.855395281
5406061,40.768561705,-73.832251399
5406094,40.829609717,-73.946207606
5406102,40.684441685,-73.956330279
5406192,40.666898844,-73.878495425
5406201,40.736690171999996,-73.954199535
5406291,40.596454309,-73.972422452
5406468,40.697871096,-73.832714163
5406488,40.682271108,-73.939353426
5406675,40.636369999,-74.11750657
5406800,40.758190797,-73.76685689199999
5406909,40.807199186,-73.918353502
5406955,40.695541331,-73.857602907
5407060,40.745408268,-73.87930499699999
5407061,40.701476014,-73.920856078
5407078,40.683153123000004,-73.918638781
5407121,40.811500785,-73.908222398
5407200,40.808021077,-73.949125735
5407374,40.821821426999996,-73.89587318699999
5407386,40.847130475,-73.829129189
5407409,40.634707811,-74.124241117
5407476,40.669301471,-73.89036524699999
5407725,40.848270746,-73.862943495
5407740,40.595237595,-73.763735027
5407917,40.740971226999996,-73.815923032
5408162,40.659922173000005,-73.989534597
5408487,40.798155146,-73.96823954199999
5408559,40.598277380999996,-74.09402248
5408588,40.575097377,-73.853414033
5408600,40.628190841,-73.945177492
5408621,40.708044068,-73.89952795399999
5408689,40.628190841,-73.945177492
5408692,40.705615306,-73.788418083
5408742,40.858373133,-73.899402084
5408768,40.887849333000005,-73.83182381600001
5408894,40.829868671999996,-73.881384934
5408901,40.632005343,-74.079590427
5409094,40.735999287,-73.99573271
5409150,40.595043561,-73.785142445
5409247,40.657646703000005,-73.928083965
5409460,40.881792687,-73.863713376
5409538,40.674092212,-73.94592927
5409672,40.773443453,-73.965276332
5409724,40.747431408000004,-73.91309261399999
5409753,40.796923525,-73.971136716
5409833,40.86030025,-73.867173736
5409840,40.858726821,-73.866555087
5409868,40.655611768,-73.926421087
5409948,40.869849327,-73.89394676
5410036,40.595528113,-74.102458913
5410117,40.600853653,-73.754651158
5410118,40.601744034,-74.075449045
5410135,40.836736896,-73.944434663
5410162,40.663069018,-73.945577759
5410205,40.609496904000004,-73.946990023
5410289,40.615491223,-74.08165623
5410313,40.691222671,-73.926684693
5410367,40.715245336,-73.961587546
5410474,40.766933069000004,-73.965741816
5410486,40.728453623,-73.787927043
5410600,40.661943149,-73.921029134
5410651,40.857313075,-73.884130374
5410667,40.655611768,-73.926421087
5410672,40.857618446,-73.884838382
5410682,40.807407416,-73.945647585
5410820,40.695240535,-73.914087436
5410931,40.824847509,-73.854121274
5411028,40.693660501,-73.85487709600001
5411036,40.593378638000004,-73.934742451
5411069,40.817224605,-73.944216122
5411109,40.723016625999996,-73.996844712
5411410,40.692259076,-73.950263416
5411456,40.688196519,-73.920424718
5411473,40.714150577,-73.948548081
5411515,40.77084812,-73.91117748399999
5411524,40.877927083,-73.880051642
5411563,40.613046602,-74.011400995
5411589,40.698806981,-73.936803094
5411593,40.682564987,-73.966711772
5411598,40.608080807,-74.015361783
5411599,40.680580829,-73.967816016
5411611,40.827467727,-73.949829926
5411661,40.713456178,-73.98936387
5411668,40.90183934,-73.897722934
5411721,40.663195629,-73.751786985
5411916,40.674263657,-73.884376288
5412032,40.72116984,-73.864947344
5412054,40.698432373,-73.741449735
5412180,40.59712326,-73.982425465
5412281,40.709122248,-73.955304166
5412305,40.757696465,-73.874128251
5412326,40.698858211,-73.91794522
5412374,40.640488745999996,-73.892502464
5412435,40.688066619000004,-73.77752289600001
5412650,40.84745036,-73.828289813
5412652,40.706432244,-73.937354919
5412696,40.673622052,-73.92083866
5412743,40.854247144,-73.93716509800001
5412823,40.608215191,-73.947221537
5413100,40.690999937,-73.935151748
5413127,40.667519231,-73.83453496199999
5413157,40.636525003,-74.116231372
5413175,40.772062181,-73.91233479
5413208,40.849865245,-73.939778963
5413789,40.798139433,-73.971110907
5413852,40.682098606,-73.907073668
5413866,40.77357703,-73.915679673
5413876,40.683990932,-73.798553521
5413923,40.883125242,-73.879774651
5413986,40.727728274,-73.983758442
5414060,40.630551525,-74.078248488
5414102,40.806734698,-73.945099074
5414162,40.585191916999996,-73.93656858
5414197,40.807354427,-73.938513394
5414207,40.674324973000004,-73.977141731
5414236,40.60249841,-73.95517027300001
5414312,40.674324973000004,-73.977141731
5414316,40.674324973000004,-73.977141731
5414332,40.827860136999995,-73.874179809
5414413,40.716684479,-73.997375293
5414449,40.724200154,-73.977225643
5414468,40.68426538,-73.83470614
5414479,40.875947355,-73.833036352
5414961,40.697108574,-73.973632206
5414973,40.761091078,-73.774669118
5415185,40.88220104,-73.88318653
5415326,40.637224482,-73.888868629
5415334,40.836600872,-73.88907045399999
5415344,40.820261474,-73.897877215
5415358,40.643172748000005,-73.931418281
5415416,40.836517891,-73.865273347
5415502,40.676938806,-73.850187052
5415515,40.627477991999996,-74.126789063
5415681,40.867438926,-73.893343194
5415699,40.628951512,-73.967930977
5415715,40.874733237,-73.901373328
5415740,40.842841724,-73.86528584
5415790,40.67939467,-73.94498397699999
5416107,40.778823489000004,-73.945017375
5416288,40.770888821,-73.815797015
5416523,40.795280606999995,-73.950395925
5416568,40.892360622,-73.851094069
5416625,40.592153588,-74.079686952
5416626,40.760338265,-73.907397682
5416758,40.765342984,-73.98945666600001
5416793,40.6926408,-73.903164433
5416828,40.609808471,-73.944158933
5416852,40.566256543,-73.89053076
5416897,40.677344968,-73.907462445
5417161,40.622266233000005,-73.954685102
5417188,40.53981392,-74.143532459
5417214,40.856199613,-73.934014656
5417220,40.866008735,-73.869143605
5417224,40.67919491,-73.907416614
5417229,40.778823489000004,-73.945017375
5417361,40.852917748,-73.935427661
5417426,40.776486724,-73.783437734
5417598,40.682098606,-73.907073668
5417883,40.745313491,-73.91447037
5417923,40.839176305,-73.908892563
5418053,40.588688979000004,-73.947849044
5418080,40.699945456,-73.922358179
5418126,40.762031633,-73.92204034
5418161,40.632465989,-74.133438513
5418190,40.699328951999995,-73.786486956
5418207,40.875344155,-73.86976525899999
5418208,40.694805064,-73.832631702
5418243,40.595802849,-74.085351805
5418263,40.875947355,-73.833036352
5418264,40.878169496999995,-73.832303932
5418270,40.724418732,-73.989167302
5418281,40.688716104,-73.826365595
5418404,40.618909161,-74.01426564399999
5418448,40.758793604,-73.804673053
5418452,40.713796834,-73.99344716600001
5418470,40.624502775,-73.91509349
5418474,40.861377184,-73.90095931
5418507,40.851282845,-73.937131752
5418554,40.692152816,-73.910676504
5418593,40.617627819,-74.026926409
5418625,40.717205539,-73.955215776
5419015,40.868708085,-73.900738687
5419110,40.558162101,-74.175773961
5419155,40.578470573000004,-73.95555358899999
5419172,40.732637713,-73.845508248
5419314,40.863120505,-73.895237307
5419330,40.830711993,-73.84909281899999
5419357,40.707650681,-73.834590443
5419424,40.871801373000004,-73.883165026
5419425,40.824941106,-73.952819968
5419435,40.584689626999996,-74.15759060399999
5419448,40.786196098000005,-73.951699085
5419484,40.72514603,-73.905231383
5419549,40.636915081,-74.013466015
5419554,40.690460398,-73.829108783
5419615,40.831102508,-73.865222882
5419646,40.730483949,-73.795064645
5419686,40.777374041,-73.944545577
5419708,40.810251675,-73.94151987
5419809,40.735536833000005,-73.897819429
5419823,40.839736916,-73.85797371
5419830,40.848019724000004,-73.884352587
5419842,40.870145811,-73.831662496
5419933,40.743418414000004,-73.997998563
5419949,40.671571142,-73.948948628
5420143,40.750581063,-73.88635521
5420169,40.777194200000004,-73.918953549
5420171,40.695367446999995,-73.983243425
5420196,40.88220104,-73.88318653
5420270,40.593685326999996,-73.75907038
5420311,40.687299215,-73.867150559
5420363,40.587425088,-73.81411403199999
5420471,40.570245394000004,-74.134685607
5420526,40.87053189,-73.86429689
5420594,40.662692805,-73.88830716
5420679,40.740314933,-73.828165361
5420813,40.902205104000004,-73.854852228
5420835,40.692555958,-73.966724815
5420897,40.72603591,-73.725742176
5420933,40.745235455999996,-74.000394819
5421083,40.694811786,-73.91333429699999
5421112,40.871754300999996,-73.888292273
5421250,40.824342983,-73.953376824
5421251,40.750786297,-73.73668449
5421396,40.607996248,-74.010694242
5421406,40.721723459,-73.937618335
5421414,40.70890670000001,-73.79014257600001
5421439,40.682119702,-73.964595574
5421441,40.848950167,-73.919928795
5421475,40.643641302,-73.90352381699999
5421763,40.76828584,-73.78959084600001
5421808,40.807501803,-73.854874522
5421973,40.525217899,-74.174565055
5421998,40.871231333000004,-73.840348386
5422006,40.817356155,-73.909330682
5422007,40.639483032,-73.94544926399999
5422638,40.739898329,-73.87558006100001
5422669,40.905487755,-73.848452745
5422671,40.595324784,-73.95857424399999
5422677,40.842810887,-73.869500058
5422697,40.578213938000005,-73.952148276
5422717,40.767177466,-73.917297876
5423013,40.73910449,-73.872517865
5423039,40.698059617,-73.935386507
5423146,40.706231999,-73.93270956100001
5423171,40.587787224,-73.965898518
5423176,40.69601814,-73.931724548
5423339,40.6676304,-73.890890675
5423416,40.706206045,-73.930603222
5423456,40.672109449000004,-73.81361124899999
5423462,40.833614811,-73.823208518
5423512,40.868407122,-73.892607677
5423517,40.635079225,-73.948882866
5423563,40.786272171,-73.811821931
5423639,40.848447832,-73.923905353
5423645,40.686153701,-73.954468615
5423727,40.691657291999995,-73.92391480399999
5423792,40.711454523,-73.826847426
5423893,40.731462243,-73.754920773
5423945,40.705699282,-73.93715363
5423966,40.702937935,-73.927616742
5423976,40.591974719,-73.79405667399999
5424002,40.598372224,-73.750767618
5424135,40.730934898,-73.990450736
5424140,40.671462939,-73.922344471
5424241,40.624797535,-74.004558464
5424439,40.823046444,-73.909948
5424542,40.574140128,-74.106007765
5424567,40.846705615,-73.864721395
5424682,40.727627344,-74.010933529
5424727,40.70799752,-73.944166857
5424743,40.832816295,-73.915431144
5424787,40.723703013000005,-73.938702409
5425009,40.636706159,-73.922954195
5425015,40.79287444,-73.940802003
5425023,40.683798638,-73.96189050000001
5425024,40.844013885,-73.831952708
5425032,40.781082099,-73.806983612
5425071,40.761535883,-73.871207896
5425119,40.687688687,-73.994881227
5425187,40.702635522,-73.982776347
5425197,40.649944246,-74.016052532
5425271,40.809028744,-73.920601759
5425273,40.873867549,-73.888118775
5425303,40.653630717,-73.961680683
5425333,40.681124557,-73.959912645
5425367,40.840002644,-73.924330627
5425373,40.656464035,-73.920260738
5425410,40.839176305,-73.908892563
5425489,40.719296403,-73.854691405
5425668,40.738153653000005,-74.008903662
5425669,40.738153653000005,-74.008903662
5425670,40.738153653000005,-74.008903662
5425704,40.619209783,-74.022442447
5426351,40.7013236,-73.922760504
5426439,40.711599131,-73.89406508
5426468,40.719816278,-73.890412024
5426481,40.748799297,-73.883189462
5426492,40.729849387,-73.88306753100001
5426756,40.82705345,-73.916883805
5426807,40.646404491,-73.97439817899999
5426850,40.86816897,-73.836939015
5426869,40.6147614,-73.953267466
5426918,40.593238589,-73.977904026
5427032,40.672535429,-73.957877396
5427068,40.73632026,-74.007467267
5427088,40.840048531,-73.86607935800001
5427109,40.870496036,-73.90208829
5427110,40.749782057,-73.872948576
5427453,40.679326501999995,-73.74788725100001
5427510,40.794515091,-73.96632353300001
5427545,40.703897452,-73.930198072
5427559,40.858765776,-73.864653484
5427595,40.680221591999995,-73.766224521
5427783,40.700453401,-73.91482725899999
5427785,40.678337995,-73.92557761399999
5427793,40.705267981,-73.92298676600001
5427813,40.63250039,-73.90052077
5427847,40.708117748,-73.787988133
5427858,40.66177669,-73.935828946
5427880,40.667267672,-73.805337593
5427962,40.644768704,-73.999929373
5428019,40.635761319000004,-73.741775417
5428075,40.777374041,-73.944545577
5428095,40.755052397,-73.86140998100001
5428137,40.615491223,-74.08165623
5428156,40.835244235,-73.891165098
5428183,40.794515091,-73.96632353300001
5428309,40.794515091,-73.96632353300001
5428310,40.639417427,-73.93537482800001
5428323,40.698925874000004,-73.928883336
5428417,40.656464035,-73.920260738
5428727,40.798630644,-73.936592753
5428847,40.835903099,-73.819147723
5428944,40.757273391,-73.769256855
5428975,40.8325557,-73.846450678
5429015,40.690440449,-73.90766784
5429024,40.531679523,-74.168847712
5429029,40.786599021,-73.82776424
5429184,40.669989849000004,-73.734948702
5429208,40.794515091,-73.96632353300001
5429315,40.715837672,-73.880675213
5429351,40.824953118,-73.895835767
5429501,40.660273077,-73.985584224
5429509,40.749106001,-73.704779209
5429550,40.859025357,-73.904671882
5429559,40.759428554,-73.87177869
5429596,40.737560897,-74.007348325
5429604,40.744639755,-74.004541406
5429609,40.546685907,-74.139920252
5429645,40.69072161,-73.920281072
5429712,40.662692805,-73.88830716
5429764,40.735901485,-73.882977526
5429781,40.65132343,-73.95696100100001
5429939,40.747198025,-73.788159705
5429951,40.611711473,-73.748012942
5430145,40.675158914,-73.810260782
5430197,40.708709039,-73.967171224
5430218,40.839286926999996,-73.917284131
5430236,40.760399690999996,-73.989345547
5430277,40.775374678,-73.901632409
5430381,40.831603926,-73.928799346
5430388,40.886444002,-73.85615605699999
5430563,40.682839338,-73.824426699
5430603,40.690834595,-73.965395075
5430648,40.615637329,-73.947683915
5430683,40.795060716,-73.974817746
5430736,40.720282804,-73.89933995
5430824,40.705311783,-73.801385312
5430840,40.757083038000005,-73.918339129
5430871,40.748330998,-73.94849281100001
5430884,40.832170068,-73.880011269
5430926,40.630206139,-73.94649802
5430937,40.596092738,-73.794508483
5430939,40.616518105,-73.960700646
5431039,40.763184533,-73.96848002899999
5431065,40.691147569,-73.921034211
5431101,40.590109349,-73.944773091
5431376,40.635260585,-74.15902511
5431460,40.748330998,-73.94849281100001
5431468,40.615240367,-73.933723362
5431494,40.657322593,-73.91196657
5431621,40.900359775,-73.856324894
5431624,40.900359775,-73.856324894
5431625,40.704313492,-74.009223743
5431712,40.717614209000004,-73.94222162300001
5431790,40.659482200999996,-73.982819925
5431890,40.847623412,-73.935787018
5431996,40.688128862,-73.759349339
5432027,40.848235686,-73.922694741
5432028,40.65257276,-73.951219199
5432056,40.697867447,-73.930608295
5432113,40.704519948000005,-73.92927049800001
5432114,40.697867447,-73.930608295
5432334,40.822324395,-73.925029988
5432433,40.75477670000001,-73.903196828
5432470,40.780502228,-73.813203128
5432723,40.692635726,-73.917815848
5432887,40.704316062,-73.928022801
5432916,40.652224051,-73.957857785
5432927,40.854989406,-73.899967505
5433002,40.83173741,-73.852480049
5433036,40.803162406999995,-73.954482496
5433056,40.712978525,-73.859574845
5433097,40.687578771999995,-73.99260598800001
5433185,40.872335706,-73.86712799899999
5433232,40.799508822,-73.953596481
5433260,40.696789768,-73.774825132
5433446,40.625621898,-73.940042531
5433467,40.674678582,-73.916655507
5433566,40.775046698000004,-73.845388199
5433571,40.827049319000004,-73.89499419100001
5433593,40.820428041,-73.893884614
5433594,40.773881736,-73.9880689
5433818,40.809003282,-73.94242767
5433820,40.689491039,-73.908018925
5433845,40.657255215,-73.906582068
5433956,40.617190901,-74.126427334
5434281,40.779101473000004,-73.781457763
5434303,40.854753119,-73.89356235300001
5434329,40.743793058,-73.88611778
5434364,40.7742906,-73.987119271
5434475,40.704808278,-73.93411401
5434582,40.704224700000005,-73.766230515
5434695,40.866164484,-73.898428585
5434701,40.87609965,-73.835881771
5434711,40.729556087,-73.982430232
5434721,40.818815405,-73.95408521
5434794,40.830641297,-73.874879189
5434862,40.869762252,-73.900975746
5434863,40.67451772,-73.854313096
5434879,40.592928928,-73.968315543
5434897,40.631710973000004,-73.98661357600001
5434982,40.813414441,-73.94321140000001
5434986,40.744385116,-73.853799431
5435053,40.606325352,-73.93882098
5435310,40.720527065,-73.866875088
5435686,40.868128047,-73.92497835100001
5435849,40.655618745,-73.974473932
5435950,40.841091931,-73.86882397800001
5436028,40.869407492,-73.879998313
5436094,40.846272027,-73.88503513
5436121,40.662746870999996,-73.851210146
5436139,40.782452891999995,-73.946855947
5436146,40.736963646,-73.897301231
5436164,40.683694654,-73.96286045800001
5436174,40.877626156999995,-73.911548329
5436177,40.540390569,-74.185509762
5436187,40.713992036,-73.780913725
5436245,40.896759615,-73.868569435
5436248,40.723956806,-73.762181938
5436272,40.663163439,-73.76928683
5436324,40.692529375999996,-73.941388727
5436350,40.631205641,-73.904694669
5436617,40.723538009,-73.99382502
5436941,40.580071554,-73.965794458
5437039,40.730775875,-73.99282850899999
5437120,40.706787845,-73.833910894
5437227,40.717614209000004,-73.94222162300001
5437240,40.632575541,-74.131262632
5437331,40.672242886,-73.798336657
5437428,40.724528305999996,-73.806454711
5437447,40.692213915,-73.733558574
5437474,40.705615306,-73.788418083
5437508,40.587817703,-73.945322246
5437596,40.877978513,-73.857678673
5437624,40.712076136,-73.964713126
5437665,40.675889081,-73.88217793300001
5437670,40.877674279000004,-73.885161638
5437714,40.701345723,-73.81293443199999
5437735,40.609369199,-73.975136293
5437830,40.653373714000004,-73.91681546699999
5438343,40.712918619,-73.995788294
5438370,40.702132905999996,-73.758126648
5438418,40.875167921999996,-73.876740787
5438485,40.80722468,-73.919476885
5438537,40.623030385999996,-74.034183608
5438660,40.829609717,-73.946207606
5438698,40.656695524,-73.910338337
5438798,40.678243255,-73.89550970100001
5438842,40.724528305999996,-73.806454711
5438879,40.573316151,-73.851398556
5438895,40.585933417,-73.815047062
5438929,40.70556573,-73.738875689
5438978,40.662883352,-73.98549354800001
5438979,40.578840018,-73.94652476600001
5438981,40.849255969,-73.910288431
5438982,40.652308554,-73.956290045
5439011,40.684905526,-73.995811696
5439019,40.594451534,-73.976607353
5439051,40.60042079,-73.738829563
5439054,40.756316349,-73.906331251
5439261,40.703152068,-73.898586785
5439303,40.547452217,-74.156538457
5439887,40.727963839000004,-73.980630277
5440009,40.595224542,-73.7535988
5440010,40.685878529,-73.863407074
5440020,40.858726821,-73.866555087
5440028,40.695015954,-73.922511772
5440032,40.715849356999996,-73.95452769100001
5440070,40.754851723,-73.821324086
5440082,40.778310104,-73.807099968
5440095,40.692586551,-73.959418937
5440206,40.732427423000004,-73.892235079
5440356,40.628902161999996,-74.077871883
5440623,40.637704209,-74.137120536
5440773,40.713013479000004,-73.94121560800001
5440782,40.672123491,-73.824278265
5440878,40.745522081,-73.883206034
5440895,40.757266081,-73.831575981
5441167,40.871217188,-73.8891718
5441176,40.735902192,-73.724106647
5441182,40.579619218000005,-73.959098778
5441261,40.664736243,-73.873665663
5441270,40.642688512,-74.10621036
5441271,40.874065568,-73.880311721
5441284,40.672957431,-73.89319276100001
5441462,40.593685326999996,-73.75907038
5441839,40.643412356999995,-73.990138952
5441856,40.837559515,-73.937516953
5441857,40.627492663000005,-74.00892492
5441980,40.868128047,-73.92497835100001
5441988,40.858257201,-73.854955369
5441996,40.627492663000005,-74.00892492
5441997,40.627492663000005,-74.00892492
5442005,40.575581463,-74.13687061
5442112,40.720199996,-73.988735082
5442150,40.608323041,-74.07158486600001
5442151,40.794153386,-73.96844369899999
5442208,40.771190771,-73.952060168
5442261,40.622209288,-74.000077088
5442339,40.678350646,-73.96306533
5442362,40.863311665,-73.891224011
5442367,40.840183525,-73.93764098
5442386,40.658370731,-73.983969952
5442454,40.807199186,-73.918353502
5442518,40.841091931,-73.86882397800001
5442542,40.657255215,-73.906582068
5442546,40.706229454,-73.785087057
5442593,40.69265948,-73.902533346
5442609,40.85204748,-73.888430195
5442929,40.770628355999996,-73.788771129
5442958,40.777055482,-73.909584139
5442980,40.733537296,-73.997540609
5443005,40.736409277,-73.90373951699999
5443275,40.811211859000004,-73.959635612
5443355,40.745451024,-73.89797745199999
5443445,40.749782057,-73.872948576
5443511,40.64273777,-73.957031399
5443836,40.663996333,-73.893848712
5443849,40.709392223,-73.903287985
5443906,40.736376602,-73.74911837399999
5443960,40.613882008000004,-73.950732415
5443978,40.837610608,-73.847873736
5444167,40.836260885,-73.901560458
5444264,40.709466551999995,-73.967026572
5444607,40.659930565,-73.92412760100001
5444646,40.580790723,-73.950760424
5444693,40.746901236999996,-73.831125797
5444795,40.696230286,-73.99260502899999
5444808,40.609428070999996,-74.167621739
5444811,40.737377112,-73.994733073
5444812,40.715512805,-73.882385652
5444852,40.751378838,-73.853870704
5444911,40.786957912,-73.821905993
5445053,40.661228404,-73.90177910199999
5445148,40.663460155,-73.942762342
5445226,40.842487614,-73.877560315
5445295,40.824971352,-73.941011922
5445573,40.747431408000004,-73.91309261399999
5445641,40.744173068,-73.993740104
5445822,40.704562688,-73.941883085
5445826,40.621604211,-73.960715662
5445914,40.624374819,-74.004994321
5446121,40.729706545999996,-73.809066345
5446274,40.705712209,-73.90414452
5446297,40.684906615,-73.843783559
5446305,40.827520105,-73.877013331
5446345,40.647257924,-73.955695156
5446379,40.654457271,-73.93262483
5446505,40.733643943000004,-73.709870459
5446520,40.635484255,-74.116697944
5446531,40.818741576,-73.927826788
5446635,40.735617612,-73.99266921899999
5446644,40.60393964,-73.991747343
5446647,40.714545402,-73.878542039
5446680,40.669033577,-73.93527403899999
5446718,40.682420166,-73.918495455
5447004,40.869005851,-73.88725559
5447005,40.576825491,-73.960479213
5447076,40.815440126,-73.938036272
5447102,40.736959991999996,-74.00292790399999
5447105,40.736959991999996,-74.00292790399999
5447111,40.743878316,-73.89801594800001
5447112,40.743878316,-73.89801594800001
5447151,40.657838306,-73.92301989399999
5447265,40.874906005,-73.87822380899999
5447295,40.680347223000005,-73.930035241
5447309,40.82368557,-73.879459302
5447385,40.848132526,-73.899272992
5447400,40.666522859000004,-73.898357707
5447405,40.872555904,-73.839542493
5447431,40.828365904,-73.872354078
5447560,40.884329296,-73.85732513
5447605,40.629362458,-74.12284415
5447628,40.613602735,-73.940593593
5447633,40.703913125,-73.78818905199999
5447750,40.639849422,-74.138133843
5447766,40.795538787,-73.93428425399999
5447772,40.673823055,-73.979121069
5447827,40.852178315,-73.92887853399999
5447834,40.692494169,-73.90506864
5447845,40.883450294,-73.854564081
5447847,40.73727567,-73.998763743
5447848,40.712596129,-73.88069905100001
5447894,40.601445003,-73.964760788
5447980,40.659112168,-73.98668016399999
5448008,40.763919901,-73.926027086
5448027,40.861102072,-73.90021499
5448260,40.75729001,-73.868996228
5448394,40.774890466,-73.978789712
5448583,40.723016625999996,-73.996844712
5448649,40.688055131,-73.865735575
5448716,40.673234325,-73.79710074399999
5449007,40.866671885,-73.86348405
5449042,40.845147736,-73.935876151
5449048,40.58880572,-73.966492072
5449049,40.755941537,-73.873185883
5449068,40.831071471,-73.912838827
5449085,40.598704972,-73.948330954
5449101,40.807199186,-73.918353502
5449128,40.863888681,-73.837965423
5449146,40.767756147,-73.890430615
5449150,40.672880145,-73.923691086
5449152,40.623512828,-73.943344151
5449180,40.893399926,-73.85250596899999
5449184,40.700908998,-73.901057046
5449201,40.879253926,-73.856974404
5449220,40.879253926,-73.856974404
5449222,40.847781532,-73.860110758
5449253,40.71610627,-73.885703347
5449409,40.736219391,-73.75003189899999
5449438,40.554542165,-74.141667634
5449450,40.709361475,-73.864617785
5449715,40.816202800999996,-73.886936802
5449718,40.738397703000004,-73.919653883
5449879,40.830447407,-73.875790162
5449974,40.685152631,-74.000257446
5449989,40.637520131,-73.957571617
5450140,40.689972258000005,-73.993362965
5450186,40.846510852,-73.92098713600001
5450191,40.876027906,-73.87502159
5450250,40.728393686,-73.754964531
5450280,40.656050319,-73.92983006
5450291,40.757147804,-73.860102573
5450317,40.585191916999996,-73.93656858
5450326,40.842533853,-73.845231352
5450327,40.766189998,-73.888714812
5450488,40.669236266,-73.756623781
5450513,40.729973271,-73.89788568899999
5450766,40.813366763000005,-73.886186587
5451026,40.667357644,-73.892722305
5451061,40.825594166,-73.940552487
5451255,40.670380374000004,-73.79902000199999
5451380,40.895341823,-73.858003203
5451411,40.696444025,-73.93248142600001
5451471,40.611485677,-74.109178917
5451529,40.794645401,-73.823351733
5451589,40.657727629,-73.770094944
5451669,40.902562882,-73.855625581
5451678,40.615820689,-73.968884585
5451716,40.811588415,-73.91894056699999
5451742,40.831923489,-73.8541961
5451746,40.766398144,-73.93971364
5451771,40.752394681,-73.867735384
5451809,40.678216524,-73.943665418
5452113,40.707568205,-73.961501798
5452235,40.820422203,-73.902830365
5452271,40.831543439,-73.862081781
5452368,40.664943146999995,-73.761739913
5452417,40.676446932,-73.80413550899999
5452581,40.666082851999995,-73.930421478
5452592,40.845000259,-73.881368796
5452647,40.756140171,-73.890207886
5452655,40.69417661,-73.786272663
5452710,40.757239359,-73.96827348800001
5452743,40.816049711999995,-73.920553643
5452765,40.691878869,-73.947061558
5452948,40.637804468,-73.942377197
5452965,40.67283536,-73.981601607
5453187,40.597736153,-73.795641322
5453199,40.839317645,-73.82455584600001
5453280,40.613993368,-73.962110439
5453580,40.809628853,-73.941975579
